What is your opinion on Firefly,Do you think she is a good character,What is the nature of her relationship with the Traiblazer before they joined the Astral Express,What is the nature of her relationship with the Traiblazer now,How do you view her current relationship with the Trailblazer,What would you think if their relationship ended up explicitly  romantic,What would you think if their relationship ended up explicitly friendly,What would you think if their relationship ended up explicitly professional,What would you think if their relationship ended up explicitly strangers,What would you think if their relationship ended up explicitly enemies,Do you think that the Trailblazer is more of a Self-Insert Character,Do you feel that romantic relationships become the main focus in a story at the expense of other plot points,What do you think of Firefly's visual,What do you think of Firefly's personality,What do you think of Firefly's backstory lore and current place in the story,How Similar do you think Firefly is to the Trailblazer,How compatible do you think Firefly and Traiblazer are,Was it a disappointment to learn about her true identity as Sam
I like her character,Her writing is not over,Something else,Friends,less positive,positive,neutral,neutral,negative,negative,even less poitive,neutral,positive,positive,less positive,neutral,less positive,less positive
I like her character,She is a good character,Something else,Something else,less positive,less positive,less positive,negative,negative,neutral,less negative,neutral,less positive,positive,less positive,less positive,neutral,less positive
I like her character,She is a good character,Friends,Friends,less positive,neutral,neutral,neutral,negative,less negative,even less negative,less negative,less positive,less positive,less positive,neutral,less positive,positive
I like her character,She is a good character,Lovers,Lovers,less positive,positive,neutral,less negative,negative,negative,less negative,neutral,positive,positive,positive,less negative,less positive,positive
I like her character,She is a good character,Friends,Friends,less positive,negative,positive,neutral,less negative,negative,neutral,negative,less positive,less positive,positive,less negative,neutral,positive
I like her character,She is a good character,Friends,Friends,less positive,less positive,less positive,less negative,negative,neutral,less negative,neutral,positive,less positive,positive,neutral,less positive,positive
I like her character,Her writing is not over,Friends,Friends,less positive,positive,positive,negative,negative,positive,less negative,less negative,less positive,less positive,less positive,neutral,less positive,positive
I like her character,She is a great character,Lovers,Something else,less positive,positive,less negative,negative,negative,negative,negative,negative,less positive,positive,neutral,neutral,less positive,neutral
I like her character,Her writing is not over,Friends,Friends,less positive,positive,positive,positive,negative,positive,even less negative,negative,positive,less positive,less positive,less positive,less positive,positive
I like her character,She is a good character,Coworker,Friends,less positive,negative,positive,less positive,less negative,neutral,neutral,negative,less positive,less positive,neutral,less negative,neutral,positive
I like her character,She is a good character,Friends,Lovers,less positive,positive,neutral,negative,negative,negative,neutral,neutral,neutral,less positive,less positive,neutral,neutral,negative
I like her character,She is a great character,Friends,Friends,less positive,positive,less positive,neutral,less positive,positive,even less negative,less negative,positive,less positive,neutral,neutral,positive,positive
I like her character,She is a good character,Friends,Lovers,less positive,less positive,less positive,neutral,negative,less negative,neutral,neutral,positive,positive,positive,less positive,less positive,less negative
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,neutral,negative,negative,negative,neutral,neutral,positive,less positive,less positive,neutral,less positive,negative
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,less positive,negative,negative,negative,negative,less negative,less positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,less positive,neutral,neutral,less negative,negative,negative,neutral,positive,positive,positive,less positive,less positive,positive
She is my favorite character of the game,She is a good character,Coworker,Friends,less positive,neutral,positive,less negative,negative,negative,even less negative,neutral,positive,positive,positive,less negative,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,negative,negative,negative,less negative,neutral,positive,positive,positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,less positive,positive,less positive,less positive,neutral,negative,less positive,less negative,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,less positive,less positive,neutral,negative,negative,neutral,neutral,neutral,positive,less positive,neutral,neutral,less negative
She is my favorite character of the game,She is a great character,Coworker,Lovers,less positive,positive,less positive,neutral,less negative,negative,positive,negative,positive,positive,less positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,neutral,negative,negative,negative,even less negative,less negative,positive,less positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,less positive,positive,negative,negative,negative,less positive,positive,less positive,neutral,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,positive,positive,neutral,negative,neutral,even less poitive,neutral,positive,positive,neutral,less negative,less positive,less negative
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,neutral,less positive,less positive,neutral,neutral,neutral,neutral,positive,less positive,neutral,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Strangers,Friends,less positive,less positive,less positive,less negative,negative,negative,even less negative,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,positive,positive,negative,negative,negative,less positive,negative,positive,positive,less positive,neutral,less positive,neutral
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,neutral,negative,less negative,even less poitive,less negative,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,positive,neutral,negative,negative,negative,negative,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,neutral,negative,negative,negative,neutral,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,positive,neutral,less negative,negative,negative,even less negative,neutral,positive,positive,less positive,neutral,positive,less positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,positive,less positive,negative,negative,negative,even less poitive,neutral,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,positive,less positive,neutral,negative,neutral,positive,neutral,positive,less positive,less positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,less positive,less positive,less positive,less negative,negative,negative,less negative,neutral,less positive,positive,less positive,neutral,positive,neutral
She is my favorite character of the game,She is a good character,Coworker,Friends,less positive,less negative,neutral,negative,negative,negative,less positive,negative,less positive,positive,positive,neutral,positive,neutral
She is my favorite character of the game,Her writing is not over,Strangers,Friends,less positive,positive,less positive,neutral,less negative,negative,less negative,neutral,less positive,less positive,neutral,neutral,less positive,less positive
She is my favorite character of the game,She is a great character,Friends,Something else,less positive,neutral,less positive,neutral,negative,negative,neutral,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,positive,neutral,negative,neutral,neutral,less negative,positive,less positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,neutral,negative,negative,neutral,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,positive,less positive,neutral,neutral,less positive,less negative,neutral,less positive,positive,less positive,neutral,less positive,less positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,less positive,neutral,less negative,neutral,less negative,neutral,positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,less positive,positive,neutral,less negative,negative,even less negative,neutral,positive,less positive,less positive,less positive,less positive,negative
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,positive,neutral,negative,negative,less negative,even less poitive,negative,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,neutral,neutral,less negative,negative,neutral,neutral,negative,positive,less positive,positive,neutral,neutral,neutral
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,neutral,less negative,negative,negative,negative,neutral,less positive,less positive,less positive,less negative,less positive,neutral
She is my favorite character of the game,Her writing is not over,Coworker,Friends,less positive,neutral,positive,neutral,negative,negative,less negative,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Lovers,Lovers,less positive,less negative,less positive,neutral,neutral,neutral,neutral,less positive,positive,less positive,neutral,neutral,less positive,less positive
She is my favorite character of the game,She is a good character,Strangers,Friends,less positive,positive,neutral,neutral,negative,negative,even less poitive,neutral,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,neutral,negative,negative,negative,even less poitive,negative,positive,positive,less positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,neutral,less negative,less negative,neutral,neutral,negative,positive,positive,less positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,neutral,negative,negative,negative,even less negative,less negative,positive,positive,positive,neutral,positive,neutral
She is my favorite character of the game,She is a great character,Friends,Something else,less positive,positive,less positive,less negative,negative,neutral,even less poitive,less negative,less positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,less positive,neutral,neutral,negative,even less poitive,neutral,positive,positive,positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,neutral,less positive,neutral,less negative,neutral,even less negative,neutral,positive,positive,less positive,neutral,less positive,less positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,less positive,neutral,neutral,less negative,less negative,even less negative,neutral,less positive,less positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,less positive,positive,less negative,negative,negative,negative,neutral,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Lovers,Lovers,less positive,neutral,less positive,less positive,neutral,positive,even less negative,negative,less positive,less positive,positive,less positive,positive,neutral
She is my favorite character of the game,Her writing is not over,Strangers,Friends,less positive,neutral,less positive,less negative,negative,neutral,neutral,neutral,positive,positive,less positive,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,positive,negative,negative,negative,negative,neutral,negative,positive,less positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Enemies,Lovers,less positive,positive,negative,negative,negative,neutral,even less negative,negative,positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a good character,Something else,Lovers,less positive,positive,neutral,negative,negative,negative,neutral,neutral,less positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,positive,neutral,less negative,negative,less positive,even less negative,negative,less positive,less positive,less positive,neutral,neutral,less positive
She is my favorite character of the game,She is a good character,Something else,Friends,less positive,positive,less positive,negative,less negative,negative,less negative,neutral,positive,positive,positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,less negative,negative,negative,even less negative,neutral,less positive,positive,positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,less positive,less negative,negative,negative,neutral,neutral,positive,positive,less positive,positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,neutral,negative,negative,neutral,less positive,neutral,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a good character,Lovers,Lovers,less positive,positive,less positive,negative,negative,negative,less negative,less negative,less positive,less positive,less positive,less positive,positive,less positive
She is my favorite character of the game,She is a good character,Coworker,Friends,less positive,positive,less positive,less positive,negative,neutral,even less negative,neutral,positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less negative,less positive,neutral,negative,neutral,even less negative,less positive,positive,positive,positive,neutral,neutral,less positive
She is my favorite character of the game,Her writing is not over,Lovers,Friends,less positive,positive,positive,less positive,less negative,negative,even less poitive,less positive,positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,neutral,neutral,neutral,less negative,less negative,neutral,neutral,positive,positive,less positive,neutral,less positive,less positive
She is my favorite character of the game,She is a good character,Friends,Lovers,less positive,neutral,neutral,less negative,negative,less negative,even less negative,less negative,positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,less negative,negative,negative,negative,less negative,positive,positive,less positive,less negative,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,negative,positive,less negative,negative,negative,negative,neutral,less positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,positive,less negative,negative,less negative,less negative,less negative,positive,less positive,less positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,positive,less negative,negative,negative,even less poitive,neutral,positive,positive,less positive,less positive,less positive,less positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,positive,less positive,less negative,negative,negative,even less negative,less positive,positive,positive,less positive,neutral,less positive,neutral
She is my favorite character of the game,She is a great character,Something else,Friends,less positive,positive,less positive,neutral,less negative,negative,even less poitive,less positive,positive,positive,less positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,positive,negative,negative,negative,negative,negative,less positive,positive,positive,neutral,less positive,positive
She is my favorite character of the game,Her writing is not over,Something else,Something else,less positive,less positive,less positive,neutral,negative,neutral,even less poitive,neutral,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,less positive,less positive,negative,neutral,even less negative,neutral,positive,positive,positive,negative,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,positive,neutral,negative,negative,neutral,less negative,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a good character,Coworker,Friends,less positive,neutral,less positive,neutral,negative,negative,neutral,neutral,positive,positive,less positive,neutral,less positive,less positive
She is my favorite character of the game,She is a good character,Friends,Something else,less positive,less positive,positive,neutral,negative,negative,even less negative,neutral,less positive,positive,neutral,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,less positive,neutral,negative,negative,neutral,neutral,positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Lovers,less positive,positive,less negative,negative,negative,negative,less positive,less positive,positive,positive,less positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,positive,positive,negative,negative,even less negative,negative,positive,positive,less positive,neutral,neutral,positive
She is my favorite character of the game,Her writing is not over,Friends,Lovers,less positive,positive,neutral,negative,negative,positive,neutral,neutral,positive,positive,neutral,less positive,positive,positive
She is my favorite character of the game,She is a great character,Friends,Lovers,less positive,positive,neutral,less negative,negative,negative,even less negative,neutral,positive,positive,positive,positive,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,positive,neutral,negative,negative,negative,less negative,less negative,positive,less positive,less positive,less positive,less positive,positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,positive,neutral,negative,negative,negative,negative,positive,positive,positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Coworker,Friends,less positive,positive,less positive,less negative,less negative,negative,neutral,negative,less positive,positive,positive,less positive,positive,neutral
She is my favorite character of the game,She is a great character,Something else,Something else,less positive,positive,less positive,neutral,less negative,negative,neutral,less positive,less positive,positive,less positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Friends,Something else,less positive,positive,neutral,neutral,negative,negative,even less negative,negative,positive,positive,less positive,neutral,less positive,positive
She is my favorite character of the game,Her writing is not over,Lovers,Something else,less positive,positive,neutral,negative,negative,less positive,even less poitive,negative,positive,positive,positive,neutral,less positive,less positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,positive,less positive,less negative,negative,negative,neutral,neutral,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,less positive,neutral,positive,neutral,negative,neutral,even less negative,less positive,less positive,positive,positive,neutral,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Something else,less positive,positive,neutral,negative,negative,negative,even less negative,neutral,positive,positive,positive,neutral,positive,less positive
She is my favorite character of the game,She is a great character,Coworker,Lovers,less positive,positive,less negative,neutral,negative,less negative,positive,positive,positive,positive,less positive,less positive,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Something else,less positive,neutral,less positive,neutral,less negative,neutral,neutral,less negative,positive,positive,positive,less positive,less positive,neutral
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,less positive,less positive,neutral,less negative,neutral,even less negative,neutral,less positive,positive,positive,neutral,less positive,negative
She is my favorite character of the game,Her writing is not over,Friends,Lovers,less positive,positive,less positive,less positive,neutral,negative,less negative,negative,positive,positive,less positive,positive,positive,less positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,negative,positive,neutral,negative,neutral,less negative,neutral,less positive,positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,positive,neutral,negative,neutral,even less negative,neutral,positive,positive,less positive,neutral,less positive,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,less positive,positive,neutral,less negative,negative,neutral,neutral,less positive,neutral,less positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Coworker,Friends,less positive,positive,less negative,negative,negative,positive,less negative,less positive,positive,less positive,neutral,neutral,positive,positive
She is my favorite character of the game,Her writing is not over,Friends,Friends,less positive,less positive,less positive,less positive,less negative,neutral,even less negative,neutral,positive,positive,less positive,neutral,less positive,positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,less positive,neutral,less negative,negative,less negative,even less poitive,less negative,positive,positive,less positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Lovers,Friends,less positive,positive,neutral,negative,negative,negative,even less negative,less negative,positive,positive,less positive,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,positive,less positive,negative,negative,neutral,positive,less negative,less positive,positive,less positive,neutral,positive,neutral
She is my favorite character of the game,She is a great character,Enemies,Friends,less positive,neutral,positive,less negative,negative,negative,neutral,positive,less positive,less positive,positive,neutral,neutral,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,neutral,positive,less positive,negative,less positive,neutral,less positive,positive,less positive,positive,neutral,neutral,less positive
She is my favorite character of the game,She is a great character,Friends,Friends,less positive,neutral,less positive,positive,negative,negative,neutral,less negative,positive,positive,positive,less positive,positive,positive
She is my favorite character of the game,She is a great character,Something else,Friends,less positive,positive,positive,less negative,negative,neutral,less positive,less negative,positive,neutral,positive,negative,less positive,positive
She is my favorite character of the game,She is a good character,Friends,Friends,less positive,neutral,less positive,neutral,less negative,less negative,negative,neutral,less positive,positive,positive,negative,positive,positive
She is one of my favorite character,She is a great character,Friends,Something else,less positive,positive,less positive,negative,negative,neutral,less negative,neutral,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Something else,Something else,less positive,neutral,neutral,neutral,less positive,neutral,negative,neutral,less positive,less positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,less positive,less positive,neutral,negative,negative,less negative,neutral,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,positive,positive,neutral,negative,negative,even less negative,less positive,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,less positive,positive,neutral,negative,less negative,negative,neutral,positive,positive,less positive,less positive,positive,less positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,neutral,neutral,negative,neutral,negative,negative,positive,positive,less positive,less negative,neutral,less negative
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,less negative,negative,negative,negative,neutral,neutral,less positive,less positive,less positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,neutral,neutral,negative,neutral,less negative,positive,positive,positive,less positive,less positive,positive,neutral
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,less positive,neutral,neutral,negative,negative,even less poitive,neutral,positive,positive,less positive,positive,less positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,less positive,neutral,neutral,neutral,negative,positive,positive,positive,positive,positive,less positive,positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,negative,positive,neutral,negative,negative,even less negative,negative,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,positive,neutral,less negative,negative,neutral,neutral,neutral,positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Something else,less positive,positive,neutral,less negative,negative,negative,even less negative,neutral,less positive,positive,neutral,less negative,less positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,less positive,neutral,negative,negative,even less negative,neutral,positive,positive,less positive,less positive,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,positive,neutral,neutral,negative,negative,negative,negative,positive,positive,positive,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,negative,positive,less negative,negative,negative,less negative,neutral,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,positive,neutral,negative,negative,neutral,neutral,less positive,positive,less positive,neutral,neutral,less negative
She is one of my favorite character,She is a good character,Friends,Friends,less positive,neutral,less positive,less positive,negative,less negative,less negative,less negative,neutral,less positive,less positive,neutral,neutral,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,positive,positive,negative,negative,even less poitive,neutral,positive,positive,positive,less positive,positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,neutral,less positive,negative,negative,negative,even less negative,negative,positive,positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,positive,less positive,negative,negative,negative,even less negative,neutral,neutral,less positive,neutral,neutral,positive,positive
She is one of my favorite character,Her writing is not over,Something else,Friends,less positive,neutral,neutral,less positive,neutral,less negative,neutral,neutral,less positive,less positive,positive,neutral,neutral,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,less positive,neutral,negative,negative,neutral,even less negative,neutral,positive,positive,positive,neutral,neutral,positive
She is one of my favorite character,Her writing is not over,Lovers,Friends,less positive,positive,less positive,negative,negative,neutral,less negative,negative,less negative,positive,less positive,less negative,neutral,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,less positive,neutral,neutral,less positive,less negative,less negative,positive,less positive,less positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Friends,Strangers,less positive,positive,neutral,less negative,neutral,negative,less positive,less positive,positive,positive,positive,less positive,positive,positive
She is one of my favorite character,She is a good character,Something else,Friends,less positive,positive,positive,neutral,negative,positive,negative,negative,positive,neutral,neutral,neutral,neutral,less positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,positive,less negative,negative,negative,less negative,neutral,positive,less positive,less positive,less positive,positive,neutral
She is one of my favorite character,She is a great character,Something else,Friends,less positive,positive,less positive,neutral,less negative,negative,neutral,less negative,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Friends,Lovers,less positive,positive,less negative,negative,negative,negative,positive,neutral,positive,positive,less positive,neutral,positive,less positive
She is one of my favorite character,She is a great character,Coworker,Friends,less positive,positive,positive,less negative,negative,negative,negative,less negative,less positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,less positive,positive,neutral,less negative,neutral,neutral,neutral,positive,positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Lovers,less positive,positive,negative,negative,negative,negative,positive,negative,neutral,less positive,less positive,neutral,positive,positive
She is one of my favorite character,She is a good character,Friends,Something else,less positive,positive,less positive,less positive,neutral,neutral,even less poitive,neutral,less positive,positive,neutral,less positive,less positive,positive
She is one of my favorite character,Her writing is not over,Something else,Friends,less positive,neutral,positive,negative,negative,neutral,even less negative,less positive,neutral,positive,less negative,neutral,less positive,neutral
She is one of my favorite character,She is a great character,Friends,Friends,less positive,neutral,less positive,neutral,negative,negative,less negative,negative,positive,positive,positive,negative,neutral,positive
She is one of my favorite character,Her writing is not over,Strangers,Friends,less positive,less positive,neutral,less negative,less negative,negative,even less negative,neutral,positive,less positive,positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,less positive,neutral,neutral,less negative,negative,less negative,less negative,positive,less positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,positive,neutral,less negative,negative,less negative,neutral,positive,less positive,less positive,neutral,positive,positive
She is one of my favorite character,She is a great character,Something else,Lovers,less positive,positive,less negative,negative,negative,negative,even less negative,neutral,positive,less positive,neutral,neutral,positive,neutral
She is one of my favorite character,She is a good character,Friends,Something else,less positive,positive,less positive,less negative,negative,neutral,even less negative,less negative,positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,positive,less positive,neutral,negative,negative,negative,negative,less positive,less positive,positive,neutral,less positive,less negative
She is one of my favorite character,Her writing is not over,Friends,Something else,less positive,less positive,positive,positive,neutral,less negative,even less poitive,positive,less positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,less positive,neutral,negative,negative,neutral,positive,less positive,positive,positive,neutral,neutral,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,less positive,less positive,less negative,negative,negative,less negative,neutral,less positive,positive,positive,positive,positive,positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,positive,positive,less negative,negative,negative,less negative,negative,less positive,less positive,positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,less positive,neutral,negative,negative,neutral,neutral,less positive,positive,positive,neutral,less positive,positive
She is one of my favorite character,Her writing is not over,Friends,Lovers,less positive,less positive,negative,less negative,less negative,positive,less negative,less negative,positive,positive,positive,negative,positive,less positive
She is one of my favorite character,She is a good character,Lovers,Friends,less positive,positive,less positive,neutral,negative,negative,neutral,negative,less positive,positive,positive,neutral,less positive,less positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,neutral,less positive,less negative,negative,negative,even less negative,less negative,negative,negative,less negative,neutral,neutral,less positive
She is one of my favorite character,She is a great character,Friends,Friends,less positive,neutral,less positive,neutral,negative,negative,even less negative,less negative,positive,less positive,positive,less negative,neutral,neutral
She is one of my favorite character,She is a good character,Lovers,Lovers,less positive,positive,neutral,negative,negative,negative,negative,neutral,positive,positive,positive,less positive,positive,neutral
She is one of my favorite character,She is a good character,Friends,Friends,less positive,neutral,neutral,neutral,neutral,neutral,less negative,less negative,neutral,neutral,neutral,neutral,neutral,neutral
She is one of my favorite character,Her writing is not over,Friends,Friends,less positive,less positive,less positive,neutral,negative,negative,neutral,neutral,positive,less positive,less positive,less negative,neutral,neutral
She is one of my favorite character,She is a good character,Lovers,Lovers,less positive,positive,positive,less negative,negative,negative,even less negative,less negative,positive,positive,positive,less positive,positive,less negative
She is one of my favorite character,Her writing is not over,Strangers,Friends,less positive,positive,neutral,negative,negative,negative,even less poitive,neutral,positive,positive,less positive,less positive,positive,positive
She is one of my favorite character,She is a great character,Friends,Coworker,less positive,positive,neutral,negative,negative,less negative,even less poitive,neutral,positive,less positive,less positive,neutral,less positive,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,less positive,neutral,less negative,negative,negative,neutral,neutral,positive,positive,positive,less positive,positive,less positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,positive,positive,less negative,negative,negative,less negative,less negative,positive,less positive,less positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Friends,Friends,less positive,neutral,less positive,less negative,negative,negative,even less negative,neutral,less positive,positive,positive,less positive,neutral,positive
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,less positive,less positive,neutral,negative,negative,even less negative,less negative,positive,positive,positive,neutral,less positive,less positive
She is one of my favorite character,She is a good character,Strangers,Friends,less positive,neutral,positive,less positive,negative,neutral,even less negative,less positive,positive,less positive,positive,less negative,neutral,neutral
She is one of my favorite character,She is a good character,Coworker,Friends,less positive,neutral,neutral,neutral,negative,neutral,less positive,less negative,less positive,less positive,less positive,neutral,neutral,less positive
She is one of my favorite character,She is a good character,Something else,Lovers,less positive,positive,less positive,neutral,negative,negative,even less poitive,less negative,less positive,less positive,neutral,neutral,positive,positive
She is one of my favorite character,She is a great character,Lovers,Lovers,less positive,neutral,negative,negative,negative,negative,neutral,negative,positive,positive,positive,neutral,neutral,positive
